assisted_living_facility,assisted_living_facility_label,city,County,latitude,longitude,beds,no_substantiated_complaints,sanctions_final_orders,fines,total_deficiencies,class_1,class_2,class_3,class_4,unclassified
Discovery Commons Cypress Point,Discovery Commons Cypress Point,Fort Myers,Lee,26.5429,-81.8407,155,4,0,0,6,0,0,6,0,0
The Preserve,The Preserve,Fort Myers,Lee,26.5306,-81.8484,38,0,0,0,0,0,0,0,0,0
Mayfield Retirement Center,Mayfield Retirement Center,Leesburg,Lake,28.8153,-81.8555,30,0,0,0,0,0,0,0,0,0
Lake Port Square Inn,Lake Port Square Inn,Leesburg,Lake,28.8031,-81.8616,40,0,0,0,0,0,0,0,0,0
Calusa Harbour,Calusa Harbour,,Lee,26.6486,-81.8649,175,0,2,0,5,0,0,4,0,1
Desoto Care - Nocatee,Desoto Care - Nocatee,Arcadia,Desoto,27.1479,-81.8705,12,0,0,0,0,0,0,0,0,0
Springwood Court,Springwood Court,Fort Myers,Lee,26.5539,-81.8769,110,0,0,0,8,0,0,6,1,1
Merrill Gardens At Barkley Place,Merrill Gardens At Barkley Place,Fort Myers,Lee,26.5869,-81.8809,64,1,0,0,2,0,0,2,0,0
Amavida Lakes Park Llc D/B/A Amavida Senior Living,Amavida Lakes Park D/B/A Amavida Senior Living,Fort Myers,Lee,26.5232,-81.8815,185,1,0,0,0,0,0,0,0,0
Savannah Manor Assisted Living Community,Savannah Manor Assisted Living Community,Leesburg,Lake,28.8108,-81.8817,45,5,0,0,9,0,3,6,0,0
Heidis Haven,Heidis Haven,Lady Lake,Lake,28.9178,-81.8868,6,0,0,0,2,0,0,2,0,0
Heidis Haven,Heidis Haven,Leesburg,Lake,28.9178,-81.8868,6,0,0,0,1,0,0,1,0,0
Brookdale Fort Myers Lakes Park,Brookdale Fort Myers Lakes Park,Fort Myers,Lee,26.5288,-81.8889,60,1,0,0,5,0,0,4,1,0
Atrium At Liberty Park,Atrium At Liberty Park,Cape Coral,Lee,26.6798,-81.9238,156,2,0,0,3,0,0,3,0,0
Lady Lake Senior Living,Lady Lake Senior Living,Lady Lake,Lake,28.915,-81.9436,115,1,0,0,5,0,0,2,1,2
Sunshine Assisted Living Home Care Facility,Sunshine Assisted Living Home Care Facility,Cape Coral,Lee,26.6083,-81.944,6,0,2,0,16,0,0,12,4,0
Watercrest Spanish Springs,Watercrest Spanish Springs,Lady Lake,Lake,28.9372,-81.948,100,0,0,0,2,0,0,1,1,0
Lakeland Manor Alf,Lakeland Manor ALF,Lakeland,Polk,28.0566,-81.9497,60,1,0,0,3,0,0,3,0,0
Arbor Oaks At Lakeland Hills,Arbor Oaks At Lakeland Hills,Lakeland,Polk,28.0937,-81.9517,95,0,0,0,3,0,0,3,0,0
"The Manor At Lake Morton, Llc",The Manor At Lake Morton,Lakeland,Polk,28.0407,-81.9518,48,3,0,0,4,0,0,4,0,0
Paradise Love Alf Inc,Paradise Love ALF,Cape Coral,Lee,26.6542,-81.9543,6,0,1,0,7,0,0,6,1,0
Harborchase Of Villages Crossing,Harborchase Of Villages Crossing,Lady Lake,Sumter,28.9535,-81.9558,135,3,1,0,9,0,0,9,0,0
Florida Presbyterian Homes Inc,Florida Presbyterian Homes,Lakeland,Polk,28.0321,-81.9621,136,3,1,0,0,0,0,0,0,0
Lake Gibson Village,Lake Gibson Village,Lakeland,Polk,28.1003,-81.9646,165,1,0,0,1,0,0,1,0,0
Freedom Pointe Place Assisted Living And Memory Care,Freedom Pointe Place Assisted Living And Memory Care,The Villages,Lake,28.9517,-81.9651,135,1,0,0,0,0,0,0,0,0
Villa At Carpenters (The),Villa At Carpenters (The),Lakeland,Polk,28.1026,-81.9702,52,1,0,0,0,0,0,0,0,0
"Dayspring Village, Inc",Dayspring Village,Hilliard,Nassau,30.7677,-81.9709,126,0,1,0,0,0,0,0,0,0
Summerfield Suites Alf,Summerfield Suites ALF,Summerfield,Marion,28.9687,-81.9713,46,3,0,0,5,0,0,5,0,0
Promised Sky Alf Inc,Promised Sky ALF,Cape Coral,Lee,26.6278,-81.9745,24,0,0,0,0,0,0,0,0,0
Highpoint At Stonecrest,Highpoint At Stonecrest,Summerfield,Marion,28.9719,-81.9757,122,0,0,0,0,0,0,0,0,0
Cape American Facility Llc,Cape American Facility,,Lee,26.5967,-81.981,4,0,0,0,0,0,0,0,0,0
Happy Family Alf,Happy Family ALF,Cape Coral,Lee,26.5625,-81.9813,14,0,0,0,8,0,0,8,0,0
Promised Paradise Alf Inc,Promised Paradise ALF,Cape Coral,Lee,26.6408,-81.9832,10,0,0,0,0,0,0,0,0,0
Arbor At Shell Point (The),Arbor At Shell Point (The),Fort Myers,Lee,26.5077,-81.9843,160,0,1,0,1,0,0,1,0,0
"God Answers Prayers- Emmanuel, Inc",God Answers Prayers- Emmanuel,Belleview,Marion,29.0261,-81.985,6,0,0,0,0,0,0,0,0,0
Higher Ground Assisted Living Facility,Higher Ground Assisted Living Facility,Candler,Marion,29.0725,-81.985,10,0,0,0,0,0,0,0,0,0
Love Alf Ii Llc,Love ALF Ii,Cape Coral,Lee,26.5981,-81.99,12,0,0,0,0,0,0,0,0,0
Love Alf,Love ALF,Cape Coral,Lee,26.5981,-81.99,10,1,0,0,0,0,0,0,0,0
Sunshine Love Alf Inc,Sunshine Love ALF,Cape Coral,Lee,26.5981,-81.99,6,1,0,0,2,0,0,2,0,0
Hampton Manor Of Cape Coral,Hampton Manor Of Cape Coral,Cape Coral,Lee,26.6177,-81.9912,130,0,0,0,0,0,0,0,0,0
The Gallery At Cape Coral,The Gallery At Cape Coral,Cape Coral,Lee,26.6105,-82.0067,109,3,0,0,3,0,0,3,0,0
Watercrest Buena Vista,Watercrest Buena Vista,The Villages,Sumter,28.9268,-82.0068,130,5,1,0,1,0,0,1,0,0
Wings Of Love Assisted Living Facility Llc,Wings Of Love Assisted Living Facility,Ocala,Marion,29.1097,-82.0106,6,0,0,0,0,0,0,0,0,0
Serenades In The Villages,Serenades In The Villages,The Villages,Sumter,28.9256,-82.0149,65,1,0,0,0,0,0,0,0,0
Generations Senior Living At Lake Miona,Generations Senior Living At Lake Miona,Wildwood,Sumter,28.8633,-82.0171,6,0,0,0,0,0,0,0,0,0
Generations Senior Living At The Fairways,Generations Senior Living At The Fairways,Wildwood,Sumter,28.8633,-82.0171,6,0,1,0,0,0,0,0,0,0
Inspiritas Of Wildwood,Inspiritas Of Wildwood,Wildwood,Sumter,28.8626,-82.021,100,1,1,0,1,0,0,1,0,0
The Willows,The Willows,Oxford,Sumter,28.9328,-82.0239,134,0,0,0,0,0,0,0,0,0
Buffalo Crossings Assisted Living Facility,Buffalo Crossings Assisted Living Facility,The Villages,Sumter,28.9305,-82.0256,135,0,0,0,0,0,0,0,0,0
Trinity Springs,Trinity Springs,Oxford,Sumter,28.9334,-82.0303,235,1,0,0,1,0,0,0,0,1
Cape Coral Assisted Living Facility Llc,Cape Coral Assisted Living Facility,,Lee,26.6776,-82.0328,6,0,0,0,0,0,0,0,0,0
"Park Of The Palms, Inc",Park Of The Palms,Keystone Heights,Clay,29.7921,-82.0379,40,0,0,0,3,0,0,3,0,0
Mission Oaks Assisted Living And Memory Care,Mission Oaks Assisted Living And Memory Care,Oxford,Sumter,28.9132,-82.0381,101,0,0,0,4,0,0,1,3,0
Sandhill Gardens Retirement Center,Sandhill Gardens Retirement Center,Punta Gorda,Charlotte,27.0166,-82.0414,50,0,0,0,1,0,0,0,0,1
Harborview Acres Inc,Harborview Acres,Port Charlotte,Charlotte,26.9724,-82.045,25,0,0,0,0,0,0,0,0,0
Young Hearts Extended Assisted Living Facility Llc,Young Hearts Extended Assisted Living Facility,Lawtey,Bradford,30.0356,-82.0693,6,0,0,0,0,0,0,0,0,0
Divine Care Of Port Charlotte,Divine Care Of Port Charlotte,Port Charlotte,Charlotte,26.9907,-82.086,5,0,1,0,0,0,0,0,0,0
"Grace Assisted Living, Llc",Grace Assisted Living,Port Charlotte,Charlotte,27.0173,-82.0873,6,0,0,0,4,0,0,4,0,0
Florry House (The),Florry House (The),Plant City,Hillsborough,27.944,-82.0888,6,1,0,0,4,0,0,3,0,1
Faithful Friends Of North Port Llc,Faithful Friends Of North Port,North Port,Sarasota,27.0748,-82.1106,6,0,1,0,16,0,0,10,6,0
Heritage Alf Of Plant City Inc,Heritage ALF Of Plant City,Plant City,Hillsborough,28.0178,-82.1126,42,4,0,0,15,0,0,13,0,2
Brookdale Paddock Hills,Brookdale Paddock Hills,Ocala,Marion,29.1592,-82.1131,120,3,0,0,1,0,0,1,0,0
Change Of Pace Retirement Center Inc,Change Of Pace Retirement Center,,Marion,29.1876,-82.1147,28,0,0,0,4,0,0,4,0,0
"Canopy At Walden Woods,The",Canopy At Walden WoodsThe,,Hillsborough,27.9931,-82.1174,80,3,0,0,16,0,0,13,0,3
"The Clair Winston House, Llc",The Clair Winston House,Macclenny,Baker,30.2846,-82.1248,5,0,0,0,0,0,0,0,0,0
Camelot Chateau Assisted Living,Camelot Chateau Assisted Living,,Marion,29.1695,-82.1266,90,0,0,0,0,0,0,0,0,0
Grace Manor At Hunters Creek Llc,Grace Manor At Hunters Creek,Plant City,Hillsborough,28.0032,-82.129,76,2,0,0,0,0,0,0,0,0
Jovyia Comfort Home,Jovyia Comfort Home,Plant City,Hillsborough,27.9367,-82.1397,6,0,0,0,3,0,0,2,0,1
"Truewood By Merrill, Charlotte Center",Truewood By Merrill Charlotte Center,Port Charlotte,Charlotte,27.0044,-82.1438,114,2,0,0,9,0,0,9,0,0
Superior Residences At Cala Hills,Superior Residences At Cala Hills,Ocala,Marion,29.1661,-82.1584,75,1,0,0,4,0,0,4,0,0
Bridge At Life Care Center Of Ocala (The),Bridge At Life Care Center Of Ocala (The),Ocala,Marion,29.147,-82.1703,95,0,0,0,0,0,0,0,0,0
Pretty Pond Manor Alf,Pretty Pond Manor ALF,Zephyrhills,Pasco,28.267,-82.1722,12,0,1,0,0,0,0,0,0,0
Hawthorne Inn Of Ocala,Hawthorne Inn Of Ocala,Ocala,Marion,29.1474,-82.176,36,0,0,0,0,0,0,0,0,0
Hidden Pines Alf Inc,Hidden Pines ALF,Loxahatchee,Palm Beach,29.1715,-82.1764,6,0,0,0,1,0,0,1,0,0
Hidden Pines Alf,Hidden Pines ALF,Ocala,Marion,29.1715,-82.1764,55,0,0,0,7,0,0,7,0,0
Paddock Ridge At Ocala,Paddock Ridge At Ocala,Ocala,Marion,29.1465,-82.178,82,3,0,0,3,0,0,3,0,0
Marion Oaks Assisted Living,Marion Oaks Assisted Living,Ocala,Marion,29.0213,-82.1819,32,0,0,0,0,0,0,0,0,0
American House Zephryhills,American House Zephryhills,Zephyrhills,Pasco,28.2658,-82.1852,144,8,1,0,12,0,0,11,1,0
Elevated Estates Edwinola,Elevated Estates Edwinola,Dade City,Pasco,28.3653,-82.1911,184,4,2,0,4,0,0,4,0,0
Wellspring Assisted Living Facility,Wellspring Assisted Living Facility,Zephyrhills,Pasco,28.2417,-82.1911,48,1,0,0,1,0,0,1,0,0
Rosecastle Of Zephyrhills,Rosecastle Of Zephyrhills,Zephyrhills,Pasco,28.2526,-82.1977,85,3,0,0,0,0,0,0,0,0
"Gallery At North Port, The",Gallery At North Port The,North Port,Sarasota,27.0724,-82.2053,88,2,0,0,0,0,0,0,0,0
Green Acres Alf,Green Acres ALF,Dover,Hillsborough,28.0389,-82.2156,6,0,0,0,1,0,0,1,0,0
Gardens Of North Port (The),Gardens Of North Port (The),North Port,Sarasota,27.0473,-82.2158,50,0,0,0,0,0,0,0,0,0
Mcintosh Assisted Living Inc,Mcintosh Assisted Living,Micanopy,Alachua,29.4666,-82.2171,16,0,1,0,0,0,0,0,0,0
Divine Oasis Alf Llc,Divine Oasis ALF,Valrico,Hillsborough,27.9235,-82.2421,6,0,0,0,0,0,0,0,0,0
Bridgewater Park Assisted Living,Bridgewater Park Assisted Living,Ocala,Marion,29.0899,-82.255,134,0,0,0,0,0,0,0,0,0
Ava Cares I,Ava Cares I,Brandon,Hillsborough,27.9078,-82.2681,6,0,0,0,2,0,0,0,2,0
Twin Creeks Assisted Living And Memory Care,Twin Creeks Assisted Living And Memory Care,Riverview,Hillsborough,27.8508,-82.2684,96,7,0,0,12,0,0,12,0,0
Refuge At New Life House,Refuge At New Life House,Brandon,Hillsborough,27.9368,-82.2685,22,1,0,0,2,0,0,1,0,1
Brisas Del Caribe Alf Ii,Brisas Del Caribe ALF Ii,Brandon,Hillsborough,27.9118,-82.2751,6,0,0,0,0,0,0,0,0,0
Brisas Del Caribe Alf Inc,Brisas Del Caribe ALF,Brandon,Hillsborough,27.9118,-82.2751,6,0,0,0,0,0,0,0,0,0
Faith Home Care Alf Inc,Faith Home Care ALF,Seffner,Hillsborough,27.9849,-82.2792,5,0,0,0,1,0,0,1,0,0
Active Assisted Living Llc,Active Assisted Living,Brandon,Hillsborough,27.9343,-82.2836,6,0,0,0,0,0,0,0,0,0
St Cloud Haven Alf,St Cloud Haven ALF,Brandon,Hillsborough,27.9536,-82.2897,6,3,0,0,13,0,0,13,0,0
Aldea Green,Aldea Green,Brandon,Hillsborough,27.928,-82.2953,120,3,1,0,0,0,0,0,0,0
Loved By The Day Llc,Loved By The Day,Brandon,Hillsborough,27.9321,-82.2962,6,0,0,0,0,0,0,0,0,0
Assured Care Alf North,Assured Care ALF North,Brandon,Hillsborough,27.9228,-82.297,6,0,0,0,1,0,0,1,0,0
"Dorothy Cares Alf, Llc",Dorothy Cares ALF,Riverview,Hillsborough,27.7916,-82.299,6,0,0,0,0,0,0,0,0,0
Dorothy Cares Ii Alf,Dorothy Cares Ii ALF,Riverview,Hillsborough,27.7916,-82.299,6,0,0,0,0,0,0,0,0,0
Splendid Care Assisted Living Llc,Splendid Care Assisted Living,Gainesville,Alachua,29.6436,-82.3108,5,0,0,0,0,0,0,0,0,0
Rosecastle At Delaney Creek,Rosecastle At Delaney Creek,Brandon,Hillsborough,27.9322,-82.3112,86,1,0,0,4,0,0,3,1,0
Angels Tch Inc,Angels Tch,Riverview,Hillsborough,27.8547,-82.3156,6,1,0,0,1,0,0,1,0,0
Heritage Oaks Of Englewood,Heritage Oaks Of Englewood,Englewood,Sarasota,26.9116,-82.3226,138,3,0,0,7,0,0,6,1,0
Success Care Services,Success Care Services,Wesley Chapel,Pasco,28.1787,-82.3309,6,0,0,0,6,0,0,5,0,1
Grand Villa Of Englewood,Grand Villa Of Englewood,Englewood,Sarasota,26.9655,-82.3317,216,5,0,0,4,0,0,4,0,0
Crown Court,Crown Court,Inverness,Citrus,28.8367,-82.3329,40,3,0,0,8,0,0,8,0,0
Greenoak Villa Of Gainesville Assisted Living Facility,Greenoak Villa Of Gainesville Assisted Living Facility,Gainesville,Alachua,29.6883,-82.3369,14,0,0,0,0,0,0,0,0,0
Inglenook House Assisted Living Facility,Inglenook House Assisted Living Facility,Englewood,Sarasota,26.9563,-82.3376,16,0,0,0,0,0,0,0,0,0
Highland Place,Highland Place,Inverness,Citrus,28.832,-82.3383,48,1,0,0,2,0,0,2,0,0
Specially Fit Foundation Corporation,Specially Fit Foundation Corporation,Riverview,Hillsborough,27.9125,-82.3471,6,0,0,0,1,0,0,1,0,0
Specially Fit Foundation Corporation,Specially Fit Foundation Corporation,Tampa,Hillsborough,27.9125,-82.3471,6,0,0,0,0,0,0,0,0,0
Pleasant Grove Manor,Pleasant Grove Manor,Inverness,Citrus,28.7793,-82.3523,24,0,0,0,0,0,0,0,0,0
Meridian At Brandon The,Meridian At Brandon The,Tampa,Hillsborough,27.9224,-82.3538,156,3,0,0,7,0,0,7,0,0
Promise Pointe At Tampa Oaks,Promise Pointe At Tampa Oaks,Temple Terrace,Hillsborough,28.0664,-82.3553,130,7,0,0,4,0,0,4,0,0
Inn At Aston Gardens At The Courtyards,Inn At Aston Gardens At The Courtyards,Sun City Center,Hillsborough,27.7081,-82.356,105,1,0,0,1,0,0,1,0,0
Sun Towers Retirement Community,Sun Towers Retirement Community,Sun City Center,Hillsborough,27.7107,-82.3564,286,0,0,0,3,0,0,3,0,0
Blue Heron Assisted Living,Blue Heron Assisted Living,Wesley Chapel,Pasco,28.2276,-82.3576,107,0,1,0,0,0,0,0,0,0
Magnolia Senior Living Llc,Magnolia Senior Living,Sun City Center,Hillsborough,27.716,-82.3671,50,0,1,0,1,0,0,1,0,0
The Inn At Plaza West,The Inn At Plaza West,Sun City Center,Hillsborough,27.7206,-82.3674,40,0,0,0,0,0,0,0,0,0
Freedom Plaza Assisted Living And Memory Care,Freedom Plaza Assisted Living And Memory Care,Sun City Center,Hillsborough,27.7144,-82.368,88,4,1,0,6,0,0,6,0,0
Josephine'S Home Away From Home,Josephine'S Home Away From Home,Tampa,Hillsborough,27.9218,-82.3684,5,0,0,0,1,0,0,1,0,0
Discovery Village At Tampa Palms,Discovery Village At Tampa Palms,Tampa,Hillsborough,28.1345,-82.3806,120,4,0,0,6,0,0,6,0,0
Cypress Creek Assisted Living Residence Management Llc,Cypress Creek Assisted Living Residence Management,Ruskin,Hillsborough,27.7249,-82.3815,150,5,0,0,2,0,0,2,0,0
"Truewood By Merrill, Venice",Truewood By Merrill Venice,Venice,Sarasota,27.0838,-82.3892,110,5,0,0,16,0,1,13,2,0
Grand Living At Lakewood Ranch,Grand Living At Lakewood Ranch,Sarasota,Sarasota,27.3857,-82.3951,200,2,0,0,3,0,0,3,0,0
Palm Terrace Assisted Living Facility & Adult Daycare Center,Palm Terrace Assisted Living Facility & Adult Daycare Center,Tampa,Hillsborough,28.0432,-82.398,79,5,0,0,12,0,0,12,0,0
Dlm Home Care Services Alf,Dlm Home Care Services ALF,Tampa,Hillsborough,28.027,-82.4072,6,2,0,0,10,0,0,9,1,0
Elison Assisted Living Of Bella Vita,Elison Assisted Living Of Bella Vita,Venice,Sarasota,27.1008,-82.4118,130,3,0,0,6,0,0,6,0,0
Angels Senior Living At New Tampa Llc,Angels Senior Living At New Tampa,Tampa,Hillsborough,28.0829,-82.415,100,5,0,0,13,0,0,13,0,0
Lily'S Promise Llc,Lily'S Promise,Bradenton,Manatee,27.3138,-82.4221,6,0,0,0,2,0,0,2,0,0
Lily'S Promise Llc,Lily'S Promise,Sarasota,Sarasota,27.3138,-82.4221,6,1,0,0,2,0,0,2,0,0
Ruby'S Residential Care Inc,Ruby'S Residential Care,Tampa,Hillsborough,28.0003,-82.4248,10,0,0,0,0,0,0,0,0,0
Manifestations Assisted Living Facility,Manifestations Assisted Living Facility,Tampa,Hillsborough,27.978,-82.4253,6,1,1,0,0,0,0,0,0,0
North Florida Retirement Village,North Florida Retirement Village,Gainesville,Alachua,29.6792,-82.4256,140,1,0,0,1,0,0,1,0,0
Lizandra Assisted Living Facility Inc,Lizandra Assisted Living Facility,Tampa,Hillsborough,28.0269,-82.4285,5,0,0,0,0,0,0,0,0,0
Windsor Of Gainesville Assisted Living & Memory Care The,Windsor Of Gainesville Assisted Living & Memory Care The,Gainesville,Alachua,29.6856,-82.4298,115,0,0,0,1,0,0,1,0,0
"Shady Oaks Living Center, Inc",Shady Oaks Living Center,Tampa,Hillsborough,28.0732,-82.4329,48,1,0,0,7,0,0,7,0,0
Village On The Isle,Village On The Isle,Venice,Sarasota,27.0836,-82.438,85,0,0,0,0,0,0,0,0,0
Lilian Alf Inc,Lilian ALF,Tampa,Hillsborough,27.9911,-82.4418,8,0,0,0,4,0,0,3,1,0
A La My Love Alf,A La My Love ALF,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,1,0,0,1,0,0
Abuelo'S Ana Alf,Abuelo'S Ana ALF,Tampa,Hillsborough,27.9911,-82.4418,6,1,0,0,4,0,0,2,1,1
Ana Abuelos Alf,Ana Abuelos ALF,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,3,0,0,3,0,0
Annie'S Alf,Annie'S ALF,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,0,0,0,0,0,0
El Cochero Alf Corp,El Cochero ALF Corp,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,2,0,0,2,0,0
Hernandez Alf,Hernandez ALF,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,1,0,0,0,0,1
Hernandez Alf Ii Llc,Hernandez ALF Ii,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,0,0,0,0,0,0
My Mom'S Home Alf Llc,My Mom'S Home ALF,Tampa,Hillsborough,27.9911,-82.4418,6,1,0,0,0,0,0,0,0,0
Nina'S House Alf,Nina'S House ALF,Tampa,Hillsborough,27.9911,-82.4418,6,0,0,0,4,0,0,4,0,0
Windsor Reflections At Lakewood Ranch,Windsor Reflections At Lakewood Ranch,Bradenton,Manatee,27.392,-82.4424,62,7,0,0,7,0,0,7,0,0
Debra'S Assisted Living Facility,Debra'S Assisted Living Facility,Tampa,Hillsborough,27.9795,-82.4446,6,0,0,0,9,0,0,8,1,0
Heartis Venice Llc,Heartis Venice,Venice,Sarasota,27.1139,-82.4473,211,0,0,0,0,0,0,0,0,0
Harbor Inn Of Venice Inc,Harbor Inn Of Venice,Venice,Sarasota,27.0949,-82.4497,10,0,1,0,1,0,0,1,0,0
Castle Court Alf Inc,Castle Court ALF,,Hillsborough,28.0374,-82.4511,73,4,0,0,8,0,0,8,0,0
Oakland Manor,Oakland Manor,Tampa,Hillsborough,27.9685,-82.4514,32,0,2,0,9,0,0,7,2,0
Elysian Gardens Assisted Living Facility Of Tampa,Elysian Gardens Assisted Living Facility Of Tampa,Tampa,Hillsborough,28.0609,-82.4561,50,4,0,0,6,0,0,6,0,0
Angels Senior Living At North Tampa,Angels Senior Living At North Tampa,Tampa,Hillsborough,28.0797,-82.4588,98,0,0,0,0,0,0,0,0,0
Highlands At The Glenridge On Palmer Ranch (The),Highlands At The Glenridge On Palmer Ranch (The),Sarasota,Sarasota,27.2473,-82.4609,60,0,3,0,0,0,0,0,0,0
Elan Manatee,Elan Manatee,Bradenton,Manatee,27.44,-82.4612,95,3,1,0,0,0,0,0,0,0
Harborchase Of Sarasota,Harborchase Of Sarasota,Sarasota,Sarasota,27.2846,-82.463,125,3,2,0,14,0,0,14,0,0
Poet'S Walk Sarasota,Poet'S Walk Sarasota,Sarasota,Sarasota,27.3844,-82.4631,68,1,0,0,1,0,0,1,0,0
Sweet Home Of Tampa Alf,Sweet Home Of Tampa ALF,Tampa,Hillsborough,28.0591,-82.4632,6,0,0,0,0,0,0,0,0,0
Brentwood Retirement Community,Brentwood Retirement Community,Lecanto,Citrus,28.904,-82.4653,165,3,4,0,4,0,0,4,0,0
Anchin Pavilion,Anchin Pavilion,Sarasota,Sarasota,27.3554,-82.4668,70,0,0,0,3,0,0,3,0,0
Bella Rose Alf Inc,Bella Rose ALF,Tampa,Hillsborough,28.0288,-82.4671,6,0,1,0,7,0,0,7,0,0
Bayshore Guest Home,Bayshore Guest Home,Nokomis,Sarasota,27.1315,-82.4672,22,1,1,0,5,0,0,2,3,0
Allegro,Allegro,Saint Augustine,St. Johns,27.9403,-82.468,46,0,1,0,1,0,0,1,0,0
Allegro,Allegro,Tallahassee,Leon,27.9403,-82.468,90,3,0,0,2,0,0,2,0,0
Allegro,Allegro,Tampa,Hillsborough,27.9403,-82.468,156,0,0,0,1,0,0,1,0,0
Carmen'S Goodcare Alf Corp,Carmen'S Goodcare ALF Corp,,Hillsborough,28.0287,-82.4683,6,0,0,0,7,0,0,7,0,0
Micht Corp,Micht Corp,Tampa,Hillsborough,27.9461,-82.4685,8,0,0,0,4,0,0,4,0,0
Atrium Gardens Alf Llc,Atrium Gardens ALF,Tampa,Hillsborough,28.0699,-82.4743,38,0,1,0,12,0,1,11,0,0
Angels Garden Aclf Inc,Angels Garden Aclf,Tampa,Hillsborough,28.0209,-82.4758,20,1,0,0,1,0,0,1,0,0
Nueva Vida Alf Inc,Nueva Vida ALF,Tampa,Hillsborough,28.0314,-82.4783,6,0,0,0,0,0,0,0,0,0
Alborada Alf Inc,Alborada ALF,Tampa,Hillsborough,28.0018,-82.4816,6,0,0,0,0,0,0,0,0,0
Alborada Alf Inc,Alborada ALF,Tampa,Hillsborough,28.0018,-82.4816,6,0,0,0,0,0,0,0,0,0
Haven Alf Inc,Haven ALF,Tampa,Hillsborough,27.9335,-82.4828,6,0,0,0,4,0,0,4,0,0
"Estate At Hyde Park, (The)",Estate At Hyde Park (The),Tampa,Hillsborough,27.9267,-82.4836,95,2,5,0,8,0,0,6,0,2
Excelsior Omega # 2,Excelsior Omega # 2,Sarasota,Sarasota,27.3372,-82.4842,6,0,0,0,12,0,0,11,0,1
Bamboo Villas Assisted Living Facility Llc,Bamboo Villas Assisted Living Facility,Tampa,Hillsborough,27.992,-82.4884,24,0,0,0,4,0,0,4,0,0
Fruitville Holdings Oppidan Inc,Fruitville Holdings Oppidan,Sarasota,Sarasota,27.3368,-82.4885,6,2,0,0,9,0,0,8,1,0
Aguila Adult Care Center Ii,Aguila Adult Care Center Ii,Tampa,Hillsborough,27.9752,-82.4887,16,0,0,0,1,0,0,1,0,0
Aguila Assisted Living Facility,Aguila Assisted Living Facility,Tampa,Hillsborough,27.9752,-82.4887,16,0,0,0,0,0,0,0,0,0
Mayi'S Alf Inc,Mayi'S ALF,Tampa,Hillsborough,28.0843,-82.4889,6,0,1,0,1,0,0,1,0,0
Senior Point Assisted Living Facility Llc,Senior Point Assisted Living Facility,Tampa,Hillsborough,27.9957,-82.49,92,2,0,0,7,0,0,7,0,0
Gardens Of Time Ii Corp,Gardens Of Time Ii Corp,Tampa,Hillsborough,28.0085,-82.4906,5,0,1,0,0,0,0,0,0,0
Alimar Assisted Living,Alimar Assisted Living,Tampa,Hillsborough,27.9669,-82.4908,56,2,0,0,0,0,0,0,0,0
Erika'S House Alf,Erika'S House ALF,Tampa,Hillsborough,28.0238,-82.4908,6,1,0,0,9,0,0,8,1,0
Canterbury Towers Inc,Canterbury Towers,,Hillsborough,27.9111,-82.4913,17,0,0,0,0,0,0,0,0,0
"Aliviya Rose Manor, Llc",Aliviya Rose Manor,Spring Hill,Hernando,28.4573,-82.493,6,0,0,0,0,0,0,0,0,0
Angels Senior Living At South Tampa,Angels Senior Living At South Tampa,Tampa,Hillsborough,27.9131,-82.4933,56,0,0,0,2,0,0,2,0,0
Angels Senior Living Reserve Of Idlewild Llc,Angels Senior Living Reserve Of Idlewild,Lutz,Hillsborough,28.1368,-82.4934,120,0,0,0,0,0,0,0,0,0
Mily'S Sweet Home Alf Inc,Mily'S Sweet Home ALF,Tampa,Hillsborough,27.9671,-82.4941,5,0,0,0,1,0,0,0,1,0
Golden Butterfly Corp,Golden Butterfly Corp,Tampa,Hillsborough,28.0257,-82.4961,6,0,0,0,1,0,0,1,0,0
Inn Aston At Gardens Tampa Bay (The),Inn Aston At Gardens Tampa Bay (The),Tampa,Hillsborough,28.0928,-82.4962,50,0,0,0,0,0,0,0,0,0
Abuelo Feliz Home 2 Llc,Abuelo Feliz Home 2,Tampa,Hillsborough,27.9663,-82.4982,5,0,0,0,0,0,0,0,0,0
Savannah Grand Of Sarasota,Savannah Grand Of Sarasota,Sarasota,Sarasota,27.2522,-82.4983,44,8,0,0,15,0,2,12,1,0
Bay Village Of Sarasota Inc,Bay Village Of Sarasota,Sarasota,Sarasota,27.2291,-82.4985,15,0,0,0,0,0,0,0,0,0
Elance At Sarasota,Elance At Sarasota,Sarasota,Sarasota,27.2386,-82.4998,220,0,0,0,0,0,0,0,0,0
Lakehouse West,Lakehouse West,Sarasota,Sarasota,27.2754,-82.5003,32,0,0,0,1,0,0,1,0,0
Dayi'S Sunflowers Alf Llc,Dayi'S Sunflowers ALF,Tampa,Hillsborough,27.959,-82.5018,6,1,0,0,5,0,0,4,0,1
